Timestamp,Temperature,Humidity,Label
26/04/2026 09:30,29.162434536366323,71.48030822932995,0
26/04/2026 09:30,28.938824358634992,71.34271221662736,0
26/04/2026 09:30,28.947182824773655,71.33937011681948,0
26/04/2026 09:30,28.892703137784384,71.34147489572332,0
26/04/2026 09:30,29.08654076293247,71.1900092594157,0
26/04/2026 09:30,28.769846130311972,71.42540070791513,0
26/04/2026 09:30,29.174481176421647,71.53150386662067,0
26/04/2026 09:30,28.92387930991049,71.41382084901468,0
26/04/2026 09:30,29.03190390960571,71.43273632216973,0
26/04/2026 09:30,28.97506296245226,71.16840777216227,0
26/04/2026 09:30,29.146210793704498,71.16983191656905,0
26/04/2026 09:31,28.793985929050233,71.08386859635623,0
26/04/2026 09:31,28.967758279598648,71.48483796062426,0
26/04/2026 09:31,28.961594564533158,71.2618730198589,0
26/04/2026 09:31,29.113376944233543,71.50997659137215,0
26/04/2026 09:31,28.890010873268597,71.18271324759698,0
26/04/2026 09:31,28.982757179244956,71.23437365257571,0
26/04/2026 09:31,28.912214158207863,71.31431376307869,0
26/04/2026 09:31,29.00422137467156,71.43821751029893,0
26/04/2026 09:31,29.058281521371583,71.30911252936993,0
26/04/2026 09:31,28.889938082278707,71.33166871325116,0
26/04/2026 09:31,29.11447237098396,71.30247913509584,0
26/04/2026 09:31,29.09015907205928,71.32657815804139,0
26/04/2026 09:32,29.050249433890187,71.13252949731728,0
26/04/2026 09:32,29.090085594926443,71.31213906514598,0
26/04/2026 09:32,28.931627214082567,71.27201315097328,0
26/04/2026 09:32,28.987710977448135,71.29147632786712,0
26/04/2026 09:32,28.90642305657409,71.3738504833905,0
26/04/2026 09:32,28.973211192037397,71.19789827884867,0
26/04/2026 09:32,29.05303554667382,71.28732379588931,0
26/04/2026 09:32,28.930833924827468,71.25539571758397,0
26/04/2026 09:32,28.9603246473144,71.36259530074622,0
26/04/2026 09:32,28.93128272998804,71.41771559765233,0
26/04/2026 09:32,28.915479435850127,71.15668621064394,0
26/04/2026 09:32,28.93287538691632,71.3878865646654,0
26/04/2026 09:33,28.99873354010811,71.60986749803283,0
26/04/2026 09:33,28.888268965136472,71.0793264611251,0
26/04/2026 09:33,29.02344156978171,71.17547421570274,0
26/04/2026 09:33,29.165980217710988,71.16791336002338,0
26/04/2026 09:33,29.074204416057732,71.25813534176851,0
26/04/2026 09:33,28.98081644476384,71.5434273628931,0
26/04/2026 09:33,28.911237103591517,71.30200290145207,0
26/04/2026 09:33,28.925284170624916,71.19579596070692,0
26/04/2026 09:33,29.169245460102776,71.39327052564583,0
26/04/2026 09:33,29.0050807754776,71.21002932033937,0
26/04/2026 09:33,28.936300435343064,71.46851182430329,0
26/04/2026 09:33,29.019091548466747,71.3457900560366,0
26/04/2026 09:34,29.210025513647885,71.50831690945554,0
26/04/2026 09:34,29.01201589524816,71.20079836352704,0
26/04/2026 09:34,29.061720310970742,71.7546285668558,0
26/04/2026 09:34,29.030017031995584,71.42368769375501,0
