timestamp,temperature,humidity,temp_rate,humi_rate,predicted_label,real_label,confidence_score,prob_bg,prob_nuisance,prob_fire,inference_time_ms,memory_usage_bytes
2026-05-06 08:00:00,28.53,74.81,0.0,0.0,0,0,0.9322,0.9322,0.0678,0.0,0.33,1000
2026-05-06 08:00:05,28.59,75.0,0.0111,0.0353,0,0,0.9172,0.9172,0.0828,0.0,1.15,1000
2026-05-06 08:00:10,28.57,74.54,-0.004,-0.0919,0,0,0.9433,0.9433,0.0567,0.0,1.15,1000
2026-05-06 08:00:15,28.46,74.64,-0.022,0.02,0,0,0.928,0.928,0.072,0.0,1.15,1000
2026-05-06 08:00:20,28.55,74.78,0.018,0.028,0,0,0.9228,0.9228,0.0772,0.0,0.32,1000
2026-05-06 08:00:25,28.56,75.19,0.002,0.0819,0,0,0.9021,0.9021,0.0979,0.0,1.15,1000
2026-05-06 08:00:30,28.66,74.78,0.02,-0.0819,0,0,0.9428,0.9428,0.0572,0.0,1.15,1000
2026-05-06 08:00:35,28.56,74.94,-0.02,0.032,0,0,0.9284,0.9284,0.0716,0.0,1.15,1000
2026-05-06 08:00:40,28.66,74.87,0.02,-0.014,0,0,0.9217,0.9217,0.0783,0.0,1.15,1000
2026-05-06 08:00:45,28.58,75.0,-0.016,0.026,0,0,0.9301,0.9301,0.0699,0.0,1.15,1000
2026-05-06 08:00:50,28.57,74.96,-0.002,-0.008,0,0,0.9359,0.9359,0.0641,0.0,1.15,1000
2026-05-06 08:00:55,28.47,75.02,-0.02,0.012,0,0,0.9297,0.9297,0.0703,0.0,1.26,1000
2026-05-06 08:01:00,28.62,75.07,0.03,0.01,0,0,0.9012,0.9012,0.0988,0.0,1.15,1000
2026-05-06 08:01:05,28.62,74.8,0.0,-0.0539,0,0,0.9417,0.9417,0.0583,0.0,1.15,1000
2026-05-06 08:01:10,28.52,75.0,-0.02,0.0399,0,0,0.928,0.928,0.072,0.0,1.15,1000
2026-05-06 08:01:15,28.66,74.65,0.028,-0.0699,0,0,0.9359,0.9359,0.0641,0.0,1.15,1000
2026-05-06 08:01:20,28.52,75.05,-0.028,0.0799,0,0,0.915,0.915,0.085,0.0,1.15,1000
2026-05-06 08:01:25,28.65,74.63,0.026,-0.0839,0,0,0.938,0.938,0.062,0.0,1.15,1000
2026-05-06 08:01:30,28.4,74.9,-0.0555,0.0599,0,0,0.9304,0.9304,0.0696,0.0,1.16,1000
2026-05-06 08:01:35,28.63,75.42,0.0459,0.1039,0,1,0.7449,0.7449,0.2551,0.0,1.15,1000
2026-05-06 08:01:40,28.5,76.48,-0.026,0.2117,1,1,0.9785,0.0215,0.9785,0.0,1.16,1000
2026-05-06 08:01:45,28.65,76.57,0.03,0.018,1,1,0.9975,0.0025,0.9975,0.0,1.15,1000
2026-05-06 08:01:50,28.72,76.9,0.014,0.0659,1,1,0.9995,0.0005,0.9995,0.0,1.15,1000
2026-05-06 08:01:55,28.69,77.47,-0.006,0.1138,1,1,0.9999,0.0001,0.9999,0.0,1.15,1000
2026-05-06 08:02:00,28.56,77.79,-0.026,0.0639,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:05,28.69,78.03,0.026,0.0479,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:10,28.68,78.53,-0.002,0.0999,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:15,28.59,78.98,-0.018,0.0899,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:20,29.04,79.11,0.0899,0.026,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:25,28.78,79.22,-0.0519,0.022,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:30,28.7,79.21,-0.016,-0.002,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:35,28.89,79.4,0.0379,0.0379,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:40,28.92,79.67,0.006,0.0539,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:45,28.8,79.61,-0.024,-0.012,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:50,28.94,79.42,0.028,-0.0379,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:02:55,28.96,79.45,0.004,0.006,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:03:00,28.85,79.28,-0.022,-0.034,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:03:05,28.82,79.42,-0.006,0.028,1,1,1.0,0.0,1.0,0.0,0.34,1000
2026-05-06 08:03:10,28.92,79.14,0.02,-0.056,1,1,1.0,0.0,1.0,0.0,1.15,1000
2026-05-06 08:03:15,28.61,74.59,-0.0619,-0.9087,0,0,0.9988,0.9988,0.0012,0.0,1.15,1000
2026-05-06 08:03:20,28.61,74.69,0.0,0.02,0,0,0.9244,0.9244,0.0756,0.0,1.15,1000
2026-05-06 08:03:25,28.5,74.64,-0.022,-0.01,0,0,0.9341,0.9341,0.0659,0.0,1.15,1000
2026-05-06 08:03:30,28.66,75.01,0.032,0.0739,0,0,0.9013,0.9013,0.0987,0.0,1.15,1000
2026-05-06 08:03:35,28.58,74.68,-0.016,-0.0659,0,0,0.9439,0.9439,0.0561,0.0,1.15,1000
2026-05-06 08:03:40,28.78,74.52,0.0399,-0.032,0,0,0.896,0.896,0.104,0.0,1.15,1000
2026-05-06 08:03:45,28.62,74.5,-0.032,-0.004,0,0,0.9302,0.9302,0.0698,0.0,1.15,1000
2026-05-06 08:03:50,28.6,74.68,-0.004,0.0359,0,0,0.9207,0.9207,0.0793,0.0,1.15,1000
2026-05-06 08:03:55,28.59,74.36,-0.002,-0.0639,0,0,0.9369,0.9369,0.0631,0.0,1.15,1000
2026-05-06 08:04:00,28.55,74.34,-0.008,-0.004,0,0,0.9251,0.9251,0.0749,0.0,1.15,1000
2026-05-06 08:04:05,28.7,74.4,0.03,0.012,0,0,0.9158,0.9158,0.0842,0.0,1.15,1000
2026-05-06 08:04:10,28.65,74.24,-0.01,-0.032,0,0,0.9288,0.9288,0.0712,0.0,1.15,1000
2026-05-06 08:04:15,28.61,74.64,-0.008,0.0799,0,0,0.9058,0.9058,0.0942,0.0,1.15,1000
2026-05-06 08:04:20,28.68,74.47,0.014,-0.034,0,0,0.9302,0.9302,0.0698,0.0,1.15,1000
2026-05-06 08:04:25,28.7,74.39,0.004,-0.016,0,0,0.9259,0.9259,0.0741,0.0,1.15,1000
2026-05-06 08:04:30,28.76,72.19,0.012,-0.4394,0,1,0.9293,0.9293,0.0707,0.0,2.06,1000
2026-05-06 08:04:35,29.07,71.5,0.062,-0.1379,0,1,0.6899,0.6899,0.3101,0.0,1.15,1000
2026-05-06 08:04:40,29.29,71.59,0.0439,0.018,0,1,0.9138,0.9138,0.0862,0.0,1.15,1000
2026-05-06 08:04:45,29.56,70.81,0.0539,-0.1558,0,1,0.6838,0.6838,0.3162,0.0,1.15,1000
2026-05-06 08:04:50,29.74,70.9,0.0359,0.018,0,1,0.8357,0.8357,0.1643,0.0,1.15,1000
2026-05-06 08:04:55,30.04,70.81,0.0599,-0.018,1,1,0.9904,0.0096,0.9904,0.0,1.15,1000
2026-05-06 08:05:00,30.1,70.4,0.012,-0.0819,1,1,0.992,0.008,0.992,0.0,1.15,1000
2026-05-06 08:05:05,30.36,70.51,0.0519,0.022,1,1,0.9988,0.0012,0.9988,0.0,1.15,1000
2026-05-06 08:05:10,30.48,70.0,0.024,-0.1019,1,1,0.9997,0.0003,0.9997,0.0,1.15,1000
2026-05-06 08:05:15,30.55,69.83,0.014,-0.034,1,1,0.9998,0.0002,0.9998,0.0,1.15,1000
2026-05-06 08:05:20,30.72,69.99,0.034,0.032,1,1,0.9999,0.0001,0.9999,0.0001,1.15,1000
2026-05-06 08:05:25,30.63,69.87,-0.018,-0.024,1,1,0.9997,0.0003,0.9997,0.0,1.15,1000
2026-05-06 08:05:30,30.85,70.33,0.0439,0.0919,1,1,0.9999,0.0,0.9999,0.0001,1.15,1000
2026-05-06 08:05:35,30.76,70.44,-0.018,0.022,1,1,0.9997,0.0003,0.9997,0.0,1.15,1000
2026-05-06 08:05:40,30.81,70.29,0.01,-0.03,1,1,1.0,0.0,1.0,0.0,1.66,1000
2026-05-06 08:05:45,30.83,70.36,0.004,0.014,1,1,0.9998,0.0001,0.9998,0.0,1.15,1000
2026-05-06 08:05:50,30.85,70.42,0.004,0.012,1,1,0.9998,0.0001,0.9998,0.0,1.15,1000
2026-05-06 08:05:55,30.73,70.13,-0.024,-0.0579,1,1,0.9998,0.0002,0.9998,0.0,1.15,1000
2026-05-06 08:06:00,29.16,70.69,-0.3136,0.1118,0,0,1.0,1.0,0.0,0.0,1.15,1000
2026-05-06 08:06:05,29.19,70.67,0.006,-0.004,0,0,0.9243,0.9243,0.0757,0.0,1.15,1000
2026-05-06 08:06:10,29.26,70.57,0.014,-0.02,0,0,0.9296,0.9296,0.0704,0.0,1.15,1000
2026-05-06 08:06:15,29.14,70.76,-0.024,0.0379,0,0,0.9116,0.9116,0.0884,0.0,1.15,1000
2026-05-06 08:06:20,29.28,70.16,0.028,-0.1198,0,0,0.8843,0.8843,0.1157,0.0,1.15,1000
2026-05-06 08:06:25,29.32,71.29,0.008,0.2257,0,0,0.8165,0.8165,0.1835,0.0,1.15,1000
2026-05-06 08:06:30,29.33,70.71,0.002,-0.1158,0,0,0.9283,0.9283,0.0717,0.0,1.15,1000
2026-05-06 08:06:35,29.08,70.37,-0.0499,-0.0679,0,0,0.9223,0.9223,0.0777,0.0,0.28,1000
2026-05-06 08:06:40,29.13,70.46,0.01,0.018,0,0,0.9226,0.9226,0.0774,0.0,1.15,1000
2026-05-06 08:06:45,29.29,70.83,0.032,0.0739,0,0,0.9221,0.9221,0.0779,0.0,1.15,1000
2026-05-06 08:06:50,29.25,70.4,-0.008,-0.0859,0,0,0.9311,0.9311,0.0689,0.0,1.15,1000
2026-05-06 08:06:55,29.3,70.4,0.01,0.0,0,0,0.7636,0.7636,0.2364,0.0,1.66,1000
2026-05-06 08:07:00,29.19,70.4,-0.022,0.0,0,0,0.92,0.92,0.08,0.0,1.15,1000
2026-05-06 08:07:05,29.24,69.98,0.01,-0.0839,0,0,0.9018,0.9018,0.0982,0.0,1.15,1000
2026-05-06 08:07:10,29.33,70.95,0.018,0.1937,0,0,0.7795,0.7795,0.2205,0.0,1.15,1000
2026-05-06 08:07:15,29.2,70.72,-0.026,-0.0459,0,0,0.9253,0.9253,0.0747,0.0,1.15,1000
2026-05-06 08:07:20,28.69,73.6,-0.1019,0.5752,0,1,1.0,1.0,0.0,0.0,1.15,1000
2026-05-06 08:07:25,28.69,74.04,0.0,0.0879,0,1,0.8844,0.8844,0.1156,0.0,0.36,1000
2026-05-06 08:07:30,28.7,73.9,0.002,-0.028,0,1,0.9191,0.9191,0.0809,0.0,1.15,1000
